"region","produktionssätt","bränsletyp","2009","2010","2011","2012","2013"
"2034 Orsa","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (icke förnybara)",0,0,0,0,0
"2034 Orsa","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (icke förnybara)",0,0,0,0,0
"2034 Orsa","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (icke förnybara)",0,0,0,0,0
"2034 Orsa","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (förnybara)",0,0,0,0,0
"2034 Orsa","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (förnybara)",0,0,0,0,0
"2034 Orsa","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (förnybara)",0,0,0,0,0
"2034 Orsa","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","summa produktionssätt",0,0,0,0,0
"2034 Orsa","vattenkraft","elproduktion",112291,116563,86539,100925,77109
"2034 Orsa","vattenkraft","flytande (icke förnybara)",0,0,0,0,0
"2034 Orsa","vattenkraft","fast (icke förnybara)",0,0,0,0,0
"2034 Orsa","vattenkraft","gas (icke förnybara)",0,0,0,0,0
"2034 Orsa","vattenkraft","flytande (förnybara)",0,0,0,0,0
"2034 Orsa","vattenkraft","fast (förnybara)",0,0,0,0,0
"2034 Orsa","vattenkraft","gas (förnybara)",0,0,0,0,0
"2034 Orsa","vattenkraft","summa produktionssätt",0,0,0,0,0
"2034 Orsa","vindkraft","elproduktion",..,..,..,0,0
"2034 Orsa","vindkraft","flytande (icke förnybara)",..,..,..,0,0
"2034 Orsa","vindkraft","fast (icke förnybara)",..,..,..,0,0
"2034 Orsa","vindkraft","gas (icke förnybara)",..,..,..,0,0
"2034 Orsa","vindkraft","flytande (förnybara)",..,..,..,0,0
"2034 Orsa","vindkraft","fast (förnybara)",..,..,..,0,0
"2034 Orsa","vindkraft","gas (förnybara)",..,..,..,0,0
"2034 Orsa","vindkraft","summa produktionssätt",..,..,..,0,0
"2039 Älvdalen","kraftvärmeverk + industriellt mottryck","elproduktion",0,0,0,0,0
"2039 Älvdalen","kraftvärmeverk + industriellt mottryck","flytande (icke förnybara)",0,0,0,0,0
"2039 Älvdalen","kraftvärmeverk + industriellt mottryck","fast (icke förnybara)",0,0,0,0,0
"2039 Älvdalen","kraftvärmeverk + industriellt mottryck","gas (icke förnybara)",0,0,0,0,0
"2039 Älvdalen","kraftvärmeverk + industriellt mottryck","flytande (förnybara)",0,0,0,0,0
"2039 Älvdalen","kraftvärmeverk + industriellt mottryck","fast (förnybara)",0,0,0,0,0
"2039 Älvdalen","kraftvärmeverk + industriellt mottryck","gas (förnybara)",0,0,0,0,0
"2039 Älvdalen","kraftvärmeverk + industriellt mottryck","summa produktionssätt",0,0,0,0,0
"2039 Älvdalen","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","elproduktion",0,0,0,0,0
"2039 Älvdalen","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (icke förnybara)",0,0,0,0,0
"2039 Älvdalen","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (icke förnybara)",0,0,0,0,0
"2039 Älvdalen","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (icke förnybara)",0,0,0,0,0
"2039 Älvdalen","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (förnybara)",0,0,0,0,0
"2039 Älvdalen","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (förnybara)",0,0,0,0,0
"2039 Älvdalen","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (förnybara)",0,0,0,0,0
"2039 Älvdalen","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","summa produktionssätt",0,0,0,0,0
"2039 Älvdalen","vattenkraft","elproduktion",934442,1014136,984862,1047785,..
"2039 Älvdalen","vattenkraft","flytande (icke förnybara)",0,0,0,0,0
"2039 Älvdalen","vattenkraft","fast (icke förnybara)",0,0,0,0,0
"2039 Älvdalen","vattenkraft","gas (icke förnybara)",0,0,0,0,0
"2039 Älvdalen","vattenkraft","flytande (förnybara)",0,0,0,0,0
"2039 Älvdalen","vattenkraft","fast (förnybara)",0,0,0,0,0
"2039 Älvdalen","vattenkraft","gas (förnybara)",0,0,0,0,0
"2039 Älvdalen","vattenkraft","summa produktionssätt",0,0,0,0,0
"2039 Älvdalen","vindkraft","elproduktion",..,..,..,..,..
"2039 Älvdalen","vindkraft","flytande (icke förnybara)",..,..,..,0,0
"2039 Älvdalen","vindkraft","fast (icke förnybara)",..,..,..,0,0
"2039 Älvdalen","vindkraft","gas (icke förnybara)",..,..,..,0,0
"2039 Älvdalen","vindkraft","flytande (förnybara)",..,..,..,0,0
"2039 Älvdalen","vindkraft","fast (förnybara)",..,..,..,0,0
"2039 Älvdalen","vindkraft","gas (förnybara)",..,..,..,0,0
"2039 Älvdalen","vindkraft","summa produktionssätt",..,..,..,0,0
"2061 Smedjebacken","kraftvärmeverk + industriellt mottryck","elproduktion",0,0,0,1,2
"2061 Smedjebacken","kraftvärmeverk + industriellt mottryck","flytande (icke förnybara)",0,0,0,0,0
"2061 Smedjebacken","kraftvärmeverk + industriellt mottryck","fast (icke förnybara)",0,0,0,0,0
"2061 Smedjebacken","kraftvärmeverk + industriellt mottryck","gas (icke förnybara)",0,0,0,0,0
"2061 Smedjebacken","kraftvärmeverk + industriellt mottryck","flytande (förnybara)",0,0,0,0,0
"2061 Smedjebacken","kraftvärmeverk + industriellt mottryck","fast (förnybara)",0,0,0,0,0
"2061 Smedjebacken","kraftvärmeverk + industriellt mottryck","gas (förnybara)",0,0,0,0,0
"2061 Smedjebacken","kraftvärmeverk + industriellt mottryck","summa produktionssätt",0,0,0,0,0
"2061 Smedjebacken","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","elproduktion",0,0,0,0,0
"2061 Smedjebacken","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (icke förnybara)",0,0,0,0,0
"2061 Smedjebacken","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (icke förnybara)",0,0,0,0,0
"2061 Smedjebacken","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (icke förnybara)",0,0,0,0,0
"2061 Smedjebacken","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (förnybara)",0,0,0,0,0
"2061 Smedjebacken","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (förnybara)",0,0,0,0,0
"2061 Smedjebacken","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (förnybara)",0,0,0,0,0
"2061 Smedjebacken","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","summa produktionssätt",0,0,0,0,0
"2061 Smedjebacken","vattenkraft","elproduktion",21424,40291,35579,..,..
"2061 Smedjebacken","vattenkraft","flytande (icke förnybara)",0,0,0,0,0
"2061 Smedjebacken","vattenkraft","fast (icke förnybara)",0,0,0,0,0
"2061 Smedjebacken","vattenkraft","gas (icke förnybara)",0,0,0,0,0
"2061 Smedjebacken","vattenkraft","flytande (förnybara)",0,0,0,0,0
"2061 Smedjebacken","vattenkraft","fast (förnybara)",0,0,0,0,0
"2061 Smedjebacken","vattenkraft","gas (förnybara)",0,0,0,0,0
"2061 Smedjebacken","vattenkraft","summa produktionssätt",0,0,0,0,0
"2061 Smedjebacken","vindkraft","elproduktion",..,..,..,..,..
"2061 Smedjebacken","vindkraft","flytande (icke förnybara)",..,..,..,0,0
"2061 Smedjebacken","vindkraft","fast (icke förnybara)",..,..,..,0,0
"2061 Smedjebacken","vindkraft","gas (icke förnybara)",..,..,..,0,0
"2061 Smedjebacken","vindkraft","flytande (förnybara)",..,..,..,0,0
"2061 Smedjebacken","vindkraft","fast (förnybara)",..,..,..,0,0
"2061 Smedjebacken","vindkraft","gas (förnybara)",..,..,..,0,0
"2061 Smedjebacken","vindkraft","summa produktionssätt",..,..,..,0,0
"2062 Mora","kraftvärmeverk + industriellt mottryck","elproduktion",0,0,0,0,0
"2062 Mora","kraftvärmeverk + industriellt mottryck","flytande (icke förnybara)",0,0,0,0,0
"2062 Mora","kraftvärmeverk + industriellt mottryck","fast (icke förnybara)",0,0,0,0,0
"2062 Mora","kraftvärmeverk + industriellt mottryck","gas (icke förnybara)",0,0,0,0,0
"2062 Mora","kraftvärmeverk + industriellt mottryck","flytande (förnybara)",0,0,0,0,0
"2062 Mora","kraftvärmeverk + industriellt mottryck","fast (förnybara)",0,0,0,0,0
"2062 Mora","kraftvärmeverk + industriellt mottryck","gas (förnybara)",0,0,0,0,0
"2062 Mora","kraftvärmeverk + industriellt mottryck","summa produktionssätt",0,0,0,0,0
"2062 Mora","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","elproduktion",0,0,0,0,0
"2062 Mora","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (icke förnybara)",0,0,0,0,0
"2062 Mora","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (icke förnybara)",0,0,0,0,0
"2062 Mora","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (icke förnybara)",0,0,0,0,0
"2062 Mora","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (förnybara)",0,0,0,0,0
"2062 Mora","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (förnybara)",0,0,0,0,0
"2062 Mora","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (förnybara)",0,0,0,0,0
"2062 Mora","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","summa produktionssätt",0,0,0,0,0
"2062 Mora","vattenkraft","elproduktion",192885,..,..,..,140668
"2062 Mora","vattenkraft","flytande (icke förnybara)",0,0,0,0,0
"2062 Mora","vattenkraft","fast (icke förnybara)",0,0,0,0,0
"2062 Mora","vattenkraft","gas (icke förnybara)",0,0,0,0,0
"2062 Mora","vattenkraft","flytande (förnybara)",0,0,0,0,0
"2062 Mora","vattenkraft","fast (förnybara)",0,0,0,0,0
"2062 Mora","vattenkraft","gas (förnybara)",0,0,0,0,0
"2062 Mora","vattenkraft","summa produktionssätt",0,0,0,0,0
"2062 Mora","vindkraft","elproduktion",..,..,..,..,..
"2062 Mora","vindkraft","flytande (icke förnybara)",..,..,..,0,0
"2062 Mora","vindkraft","fast (icke förnybara)",..,..,..,0,0
"2062 Mora","vindkraft","gas (icke förnybara)",..,..,..,0,0
"2062 Mora","vindkraft","flytande (förnybara)",..,..,..,0,0
"2062 Mora","vindkraft","fast (förnybara)",..,..,..,0,0
"2062 Mora","vindkraft","gas (förnybara)",..,..,..,0,0
"2062 Mora","vindkraft","summa produktionssätt",..,..,..,0,0
"2080 Falun","kraftvärmeverk + industriellt mottryck","elproduktion",..,104625,100538,100110,..
"2080 Falun","kraftvärmeverk + industriellt mottryck","flytande (icke förnybara)",..,164,0,0,0
"2080 Falun","kraftvärmeverk + industriellt mottryck","fast (icke förnybara)",0,3440,0,8664,6178
"2080 Falun","kraftvärmeverk + industriellt mottryck","gas (icke förnybara)",0,0,0,0,0
"2080 Falun","kraftvärmeverk + industriellt mottryck","flytande (förnybara)",..,1399,925,778,417
"2080 Falun","kraftvärmeverk + industriellt mottryck","fast (förnybara)",..,106371,116521,110350,113280
"2080 Falun","kraftvärmeverk + industriellt mottryck","gas (förnybara)",0,0,4051,1254,1067
"2080 Falun","kraftvärmeverk + industriellt mottryck","summa produktionssätt",110748,111374,121498,121046,120943
"2080 Falun","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","elproduktion",0,0,0,0,0
"2080 Falun","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (icke förnybara)",0,0,0,0,0
"2080 Falun","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (icke förnybara)",0,0,0,0,0
"2080 Falun","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (icke förnybara)",0,0,0,0,0
"2080 Falun","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (förnybara)",0,0,0,0,0
"2080 Falun","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (förnybara)",0,0,0,0,0
"2080 Falun","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (förnybara)",0,0,0,0,0
"2080 Falun","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","summa produktionssätt",0,0,0,0,0
"2080 Falun","vattenkraft","elproduktion",69744,81571,67520,..,58323
"2080 Falun","vattenkraft","flytande (icke förnybara)",0,0,0,0,0
"2080 Falun","vattenkraft","fast (icke förnybara)",0,0,0,0,0
"2080 Falun","vattenkraft","gas (icke förnybara)",0,0,0,0,0
"2080 Falun","vattenkraft","flytande (förnybara)",0,0,0,0,0
"2080 Falun","vattenkraft","fast (förnybara)",0,0,0,0,0
"2080 Falun","vattenkraft","gas (förnybara)",0,0,0,0,0
"2080 Falun","vattenkraft","summa produktionssätt",0,0,0,0,0
"2080 Falun","vindkraft","elproduktion",..,..,..,..,..
"2080 Falun","vindkraft","flytande (icke förnybara)",..,..,..,0,0
"2080 Falun","vindkraft","fast (icke förnybara)",..,..,..,0,0
"2080 Falun","vindkraft","gas (icke förnybara)",..,..,..,0,0
"2080 Falun","vindkraft","flytande (förnybara)",..,..,..,0,0
"2080 Falun","vindkraft","fast (förnybara)",..,..,..,0,0
"2080 Falun","vindkraft","gas (förnybara)",..,..,..,0,0
"2080 Falun","vindkraft","summa produktionssätt",..,..,..,0,0
"2081 Borlänge","kraftvärmeverk + industriellt mottryck","elproduktion",13010,94292,83821,98658,88627
"2081 Borlänge","kraftvärmeverk + industriellt mottryck","flytande (icke förnybara)",0,0,0,0,830
"2081 Borlänge","kraftvärmeverk + industriellt mottryck","fast (icke förnybara)",0,18333,24995,19643,18333
"2081 Borlänge","kraftvärmeverk + industriellt mottryck","gas (icke förnybara)",0,0,0,0,0
"2081 Borlänge","kraftvärmeverk + industriellt mottryck","flytande (förnybara)",0,0,0,0,0
"2081 Borlänge","kraftvärmeverk + industriellt mottryck","fast (förnybara)",18494,104940,97245,102087,107739
"2081 Borlänge","kraftvärmeverk + industriellt mottryck","gas (förnybara)",0,563,0,4624,0
"2081 Borlänge","kraftvärmeverk + industriellt mottryck","summa produktionssätt",18494,123836,122241,126354,126902
"2081 Borlänge","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","elproduktion",0,0,0,0,0
"2081 Borlänge","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (icke förnybara)",0,0,0,0,0
"2081 Borlänge","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (icke förnybara)",0,0,0,0,0
"2081 Borlänge","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (icke förnybara)",0,0,0,0,0
"2081 Borlänge","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (förnybara)",0,0,0,0,0
"2081 Borlänge","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (förnybara)",0,0,0,0,0
"2081 Borlänge","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (förnybara)",0,0,0,0,0
"2081 Borlänge","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","summa produktionssätt",0,0,0,0,0
"2081 Borlänge","vattenkraft","elproduktion",1039752,1055642,876477,1116497,693195
"2081 Borlänge","vattenkraft","flytande (icke förnybara)",0,0,0,0,0
"2081 Borlänge","vattenkraft","fast (icke förnybara)",0,0,0,0,0
"2081 Borlänge","vattenkraft","gas (icke förnybara)",0,0,0,0,0
"2081 Borlänge","vattenkraft","flytande (förnybara)",0,0,0,0,0
"2081 Borlänge","vattenkraft","fast (förnybara)",0,0,0,0,0
"2081 Borlänge","vattenkraft","gas (förnybara)",0,0,0,0,0
"2081 Borlänge","vattenkraft","summa produktionssätt",0,0,0,0,0
"2081 Borlänge","vindkraft","elproduktion",..,..,..,0,0
"2081 Borlänge","vindkraft","flytande (icke förnybara)",..,..,..,0,0
"2081 Borlänge","vindkraft","fast (icke förnybara)",..,..,..,0,0
"2081 Borlänge","vindkraft","gas (icke förnybara)",..,..,..,0,0
"2081 Borlänge","vindkraft","flytande (förnybara)",..,..,..,0,0
"2081 Borlänge","vindkraft","fast (förnybara)",..,..,..,0,0
"2081 Borlänge","vindkraft","gas (förnybara)",..,..,..,0,0
"2081 Borlänge","vindkraft","summa produktionssätt",..,..,..,0,0
"2082 Säter","kraftvärmeverk + industriellt mottryck","elproduktion",0,0,0,2374,..
"2082 Säter","kraftvärmeverk + industriellt mottryck","flytande (icke förnybara)",0,0,0,0,0
"2082 Säter","kraftvärmeverk + industriellt mottryck","fast (icke förnybara)",0,0,0,0,0
"2082 Säter","kraftvärmeverk + industriellt mottryck","gas (icke förnybara)",0,0,0,0,0
"2082 Säter","kraftvärmeverk + industriellt mottryck","flytande (förnybara)",0,0,0,0,0
"2082 Säter","kraftvärmeverk + industriellt mottryck","fast (förnybara)",0,0,0,0,..
"2082 Säter","kraftvärmeverk + industriellt mottryck","gas (förnybara)",0,0,0,0,0
"2082 Säter","kraftvärmeverk + industriellt mottryck","summa produktionssätt",0,0,0,0,..
"2082 Säter","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","elproduktion",0,0,0,0,0
"2082 Säter","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (icke förnybara)",0,0,0,0,0
"2082 Säter","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (icke förnybara)",0,0,0,0,0
"2082 Säter","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (icke förnybara)",0,0,0,0,0
"2082 Säter","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (förnybara)",0,0,0,0,0
"2082 Säter","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (förnybara)",0,0,0,0,0
"2082 Säter","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (förnybara)",0,0,0,0,0
"2082 Säter","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","summa produktionssätt",0,0,0,0,0
"2082 Säter","vattenkraft","elproduktion",583766,598336,501787,610888,..
"2082 Säter","vattenkraft","flytande (icke förnybara)",0,0,0,0,0
"2082 Säter","vattenkraft","fast (icke förnybara)",0,0,0,0,0
"2082 Säter","vattenkraft","gas (icke förnybara)",0,0,0,0,0
"2082 Säter","vattenkraft","flytande (förnybara)",0,0,0,0,0
"2082 Säter","vattenkraft","fast (förnybara)",0,0,0,0,0
"2082 Säter","vattenkraft","gas (förnybara)",0,0,0,0,0
"2082 Säter","vattenkraft","summa produktionssätt",0,0,0,0,0
"2082 Säter","vindkraft","elproduktion",..,..,..,0,0
"2082 Säter","vindkraft","flytande (icke förnybara)",..,..,..,0,0
"2082 Säter","vindkraft","fast (icke förnybara)",..,..,..,0,0
"2082 Säter","vindkraft","gas (icke förnybara)",..,..,..,0,0
"2082 Säter","vindkraft","flytande (förnybara)",..,..,..,0,0
"2082 Säter","vindkraft","fast (förnybara)",..,..,..,0,0
"2082 Säter","vindkraft","gas (förnybara)",..,..,..,0,0
"2082 Säter","vindkraft","summa produktionssätt",..,..,..,0,0
"2083 Hedemora","kraftvärmeverk + industriellt mottryck","elproduktion",0,0,0,2570,..
"2083 Hedemora","kraftvärmeverk + industriellt mottryck","flytande (icke förnybara)",0,0,0,0,0
"2083 Hedemora","kraftvärmeverk + industriellt mottryck","fast (icke förnybara)",0,0,0,0,0
"2083 Hedemora","kraftvärmeverk + industriellt mottryck","gas (icke förnybara)",0,0,0,0,0
"2083 Hedemora","kraftvärmeverk + industriellt mottryck","flytande (förnybara)",0,0,0,0,0
"2083 Hedemora","kraftvärmeverk + industriellt mottryck","fast (förnybara)",0,0,0,0,..
"2083 Hedemora","kraftvärmeverk + industriellt mottryck","gas (förnybara)",0,0,0,0,0
"2083 Hedemora","kraftvärmeverk + industriellt mottryck","summa produktionssätt",0,0,0,0,..
"2083 Hedemora","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","elproduktion",0,0,0,0,0
"2083 Hedemora","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (icke förnybara)",0,0,0,0,0
"2083 Hedemora","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (icke förnybara)",0,0,0,0,0
"2083 Hedemora","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (icke förnybara)",0,0,0,0,0
"2083 Hedemora","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (förnybara)",0,0,0,0,0
"2083 Hedemora","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (förnybara)",0,0,0,0,0
"2083 Hedemora","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (förnybara)",0,0,0,0,0
"2083 Hedemora","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","summa produktionssätt",0,0,0,0,0
"2083 Hedemora","vattenkraft","elproduktion",0,2778,3099,2485,3021
"2083 Hedemora","vattenkraft","flytande (icke förnybara)",0,0,0,0,0
"2083 Hedemora","vattenkraft","fast (icke förnybara)",0,0,0,0,0
"2083 Hedemora","vattenkraft","gas (icke förnybara)",0,0,0,0,0
"2083 Hedemora","vattenkraft","flytande (förnybara)",0,0,0,0,0
"2083 Hedemora","vattenkraft","fast (förnybara)",0,0,0,0,0
"2083 Hedemora","vattenkraft","gas (förnybara)",0,0,0,0,0
"2083 Hedemora","vattenkraft","summa produktionssätt",0,0,0,0,0
"2083 Hedemora","vindkraft","elproduktion",..,..,..,..,..
"2083 Hedemora","vindkraft","flytande (icke förnybara)",..,..,..,0,0
"2083 Hedemora","vindkraft","fast (icke förnybara)",..,..,..,0,0
"2083 Hedemora","vindkraft","gas (icke förnybara)",..,..,..,0,0
"2083 Hedemora","vindkraft","flytande (förnybara)",..,..,..,0,0
"2083 Hedemora","vindkraft","fast (förnybara)",..,..,..,0,0
"2083 Hedemora","vindkraft","gas (förnybara)",..,..,..,0,0
"2083 Hedemora","vindkraft","summa produktionssätt",..,..,..,0,0
"2084 Avesta","kraftvärmeverk + industriellt mottryck","elproduktion",70755,75232,58376,66523,68507
"2084 Avesta","kraftvärmeverk + industriellt mottryck","flytande (icke förnybara)",810,1512,988,1018,1854
"2084 Avesta","kraftvärmeverk + industriellt mottryck","fast (icke förnybara)",0,0,0,0,0
"2084 Avesta","kraftvärmeverk + industriellt mottryck","gas (icke förnybara)",0,0,0,0,0
"2084 Avesta","kraftvärmeverk + industriellt mottryck","flytande (förnybara)",0,0,0,0,0
"2084 Avesta","kraftvärmeverk + industriellt mottryck","fast (förnybara)",82804,77762,71268,73314,74525
"2084 Avesta","kraftvärmeverk + industriellt mottryck","gas (förnybara)",0,0,0,0,0
"2084 Avesta","kraftvärmeverk + industriellt mottryck","summa produktionssätt",83614,79273,72256,74332,76380
"2084 Avesta","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","elproduktion",0,0,0,0,0
"2084 Avesta","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (icke förnybara)",0,0,0,0,0
"2084 Avesta","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (icke förnybara)",0,0,0,0,0
"2084 Avesta","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (icke förnybara)",0,0,0,0,0
"2084 Avesta","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (förnybara)",0,0,0,0,0
"2084 Avesta","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (förnybara)",0,0,0,0,0
"2084 Avesta","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (förnybara)",0,0,0,0,0
"2084 Avesta","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","summa produktionssätt",0,0,0,0,0
"2084 Avesta","vattenkraft","elproduktion",342416,351068,298521,271646,151883
"2084 Avesta","vattenkraft","flytande (icke förnybara)",0,0,0,0,0
"2084 Avesta","vattenkraft","fast (icke förnybara)",0,0,0,0,0
"2084 Avesta","vattenkraft","gas (icke förnybara)",0,0,0,0,0
"2084 Avesta","vattenkraft","flytande (förnybara)",0,0,0,0,0
"2084 Avesta","vattenkraft","fast (förnybara)",0,0,0,0,0
"2084 Avesta","vattenkraft","gas (förnybara)",0,0,0,0,0
"2084 Avesta","vattenkraft","summa produktionssätt",0,0,0,0,0
"2084 Avesta","vindkraft","elproduktion",..,..,..,0,0
"2084 Avesta","vindkraft","flytande (icke förnybara)",..,..,..,0,0
"2084 Avesta","vindkraft","fast (icke förnybara)",..,..,..,0,0
"2084 Avesta","vindkraft","gas (icke förnybara)",..,..,..,0,0
"2084 Avesta","vindkraft","flytande (förnybara)",..,..,..,0,0
"2084 Avesta","vindkraft","fast (förnybara)",..,..,..,0,0
"2084 Avesta","vindkraft","gas (förnybara)",..,..,..,0,0
"2084 Avesta","vindkraft","summa produktionssätt",..,..,..,0,0
"2085 Ludvika","kraftvärmeverk + industriellt mottryck","elproduktion",0,0,0,0,0
"2085 Ludvika","kraftvärmeverk + industriellt mottryck","flytande (icke förnybara)",0,0,0,0,0
"2085 Ludvika","kraftvärmeverk + industriellt mottryck","fast (icke förnybara)",0,0,0,0,0
"2085 Ludvika","kraftvärmeverk + industriellt mottryck","gas (icke förnybara)",0,0,0,0,0
"2085 Ludvika","kraftvärmeverk + industriellt mottryck","flytande (förnybara)",0,0,0,0,0
"2085 Ludvika","kraftvärmeverk + industriellt mottryck","fast (förnybara)",0,0,0,0,0
"2085 Ludvika","kraftvärmeverk + industriellt mottryck","gas (förnybara)",0,0,0,0,0
"2085 Ludvika","kraftvärmeverk + industriellt mottryck","summa produktionssätt",0,0,0,0,0
"2085 Ludvika","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","elproduktion",0,0,0,0,0
"2085 Ludvika","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (icke förnybara)",0,0,0,0,0
"2085 Ludvika","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (icke förnybara)",0,0,0,0,0
"2085 Ludvika","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (icke förnybara)",0,0,0,0,0
"2085 Ludvika","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (förnybara)",0,0,0,0,0
"2085 Ludvika","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (förnybara)",0,0,0,0,0
"2085 Ludvika","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (förnybara)",0,0,0,0,0
"2085 Ludvika","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","summa produktionssätt",0,0,0,0,0
"2085 Ludvika","vattenkraft","elproduktion",56413,50352,40698,61752,31508
"2085 Ludvika","vattenkraft","flytande (icke förnybara)",0,0,0,0,0
"2085 Ludvika","vattenkraft","fast (icke förnybara)",0,0,0,0,0
"2085 Ludvika","vattenkraft","gas (icke förnybara)",0,0,0,0,0
"2085 Ludvika","vattenkraft","flytande (förnybara)",0,0,0,0,0
"2085 Ludvika","vattenkraft","fast (förnybara)",0,0,0,0,0
"2085 Ludvika","vattenkraft","gas (förnybara)",0,0,0,0,0
"2085 Ludvika","vattenkraft","summa produktionssätt",0,0,0,0,0
"2085 Ludvika","vindkraft","elproduktion",..,..,..,..,..
"2085 Ludvika","vindkraft","flytande (icke förnybara)",..,..,..,0,0
"2085 Ludvika","vindkraft","fast (icke förnybara)",..,..,..,0,0
"2085 Ludvika","vindkraft","gas (icke förnybara)",..,..,..,0,0
"2085 Ludvika","vindkraft","flytande (förnybara)",..,..,..,0,0
"2085 Ludvika","vindkraft","fast (förnybara)",..,..,..,0,0
"2085 Ludvika","vindkraft","gas (förnybara)",..,..,..,0,0
"2085 Ludvika","vindkraft","summa produktionssätt",..,..,..,0,0
