"region","förbrukarkategori","bränsletyp","2009","2010","2011","2012","2013"
"1882 Askersund","slutanv. fritidshus","fast (icke förnybara)",0,0,0,0,0
"1882 Askersund","slutanv. fritidshus","gas (icke förnybara)",0,0,0,0,0
"1882 Askersund","slutanv. fritidshus","flytande (förnybara)",0,0,0,0,0
"1882 Askersund","slutanv. fritidshus","fast (förnybara)",0,0,0,0,0
"1882 Askersund","slutanv. fritidshus","gas (förnybara)",0,0,0,0,0
"1882 Askersund","slutanv. fritidshus","fjärrvärme",0,0,0,0,0
"1882 Askersund","slutanv. fritidshus","el",0,9218,7706,8996,9171
"1882 Askersund","slutanv. fritidshus","summa förbrukarkategori",0,9218,7706,8996,9171
"1883 Karlskoga","slutanv. småhus","flytande (icke förnybara)",1118,2271,1497,..,..
"1883 Karlskoga","slutanv. småhus","fast (icke förnybara)",0,0,0,0,0
"1883 Karlskoga","slutanv. småhus","gas (icke förnybara)",0,0,0,0,0
"1883 Karlskoga","slutanv. småhus","flytande (förnybara)",0,0,0,0,0
"1883 Karlskoga","slutanv. småhus","fast (förnybara)",36779,35425,34328,..,..
"1883 Karlskoga","slutanv. småhus","gas (förnybara)",0,0,0,0,0
"1883 Karlskoga","slutanv. småhus","fjärrvärme",16975,17774,20826,19416,20857
"1883 Karlskoga","slutanv. småhus","el",107055,115635,91378,100583,99963
"1883 Karlskoga","slutanv. småhus","summa förbrukarkategori",161927,171105,148029,154368,154269
"1883 Karlskoga","slutanv. flerbostadshus","flytande (icke förnybara)",226,277,107,111,100
"1883 Karlskoga","slutanv. flerbostadshus","fast (icke förnybara)",0,0,0,0,0
"1883 Karlskoga","slutanv. flerbostadshus","gas (icke förnybara)",0,0,0,0,0
"1883 Karlskoga","slutanv. flerbostadshus","flytande (förnybara)",0,0,0,0,0
"1883 Karlskoga","slutanv. flerbostadshus","fast (förnybara)",0,0,0,0,0
"1883 Karlskoga","slutanv. flerbostadshus","gas (förnybara)",0,0,0,0,0
"1883 Karlskoga","slutanv. flerbostadshus","fjärrvärme",99443,107777,96717,95964,95611
"1883 Karlskoga","slutanv. flerbostadshus","el",18195,18799,18015,18022,17846
"1883 Karlskoga","slutanv. flerbostadshus","summa förbrukarkategori",117864,126853,114839,114097,113557
"1883 Karlskoga","slutanv. fritidshus","flytande (icke förnybara)",0,0,0,0,0
"1883 Karlskoga","slutanv. fritidshus","fast (icke förnybara)",0,0,0,0,0
"1883 Karlskoga","slutanv. fritidshus","gas (icke förnybara)",0,0,0,0,0
"1883 Karlskoga","slutanv. fritidshus","flytande (förnybara)",0,0,0,0,0
"1883 Karlskoga","slutanv. fritidshus","fast (förnybara)",0,0,0,0,0
"1883 Karlskoga","slutanv. fritidshus","gas (förnybara)",0,0,0,0,0
"1883 Karlskoga","slutanv. fritidshus","fjärrvärme",0,0,0,0,0
"1883 Karlskoga","slutanv. fritidshus","el",0,2990,2384,4122,2734
"1883 Karlskoga","slutanv. fritidshus","summa förbrukarkategori",0,2990,2384,4122,2734
"1884 Nora","slutanv. småhus","flytande (icke förnybara)",760,1501,1172,839,793
"1884 Nora","slutanv. småhus","fast (icke förnybara)",0,0,0,0,0
"1884 Nora","slutanv. småhus","gas (icke förnybara)",0,0,0,0,0
"1884 Nora","slutanv. småhus","flytande (förnybara)",0,0,0,0,0
"1884 Nora","slutanv. småhus","fast (förnybara)",29832,27211,26369,25390,24388
"1884 Nora","slutanv. småhus","gas (förnybara)",0,0,0,0,0
"1884 Nora","slutanv. småhus","fjärrvärme",..,1538,1241,1416,1379
"1884 Nora","slutanv. småhus","el",51345,52280,43029,44868,44126
"1884 Nora","slutanv. småhus","summa förbrukarkategori",..,82529,71811,72513,70686
"1884 Nora","slutanv. flerbostadshus","flytande (icke förnybara)",180,320,132,127,119
"1884 Nora","slutanv. flerbostadshus","fast (icke förnybara)",0,0,0,0,0
"1884 Nora","slutanv. flerbostadshus","gas (icke förnybara)",0,0,0,0,0
"1884 Nora","slutanv. flerbostadshus","flytande (förnybara)",0,0,0,0,0
"1884 Nora","slutanv. flerbostadshus","fast (förnybara)",0,0,0,0,0
"1884 Nora","slutanv. flerbostadshus","gas (förnybara)",0,0,0,0,0
"1884 Nora","slutanv. flerbostadshus","fjärrvärme",..,20219,16808,17916,17600
"1884 Nora","slutanv. flerbostadshus","el",5672,6040,5431,5490,5300
"1884 Nora","slutanv. flerbostadshus","summa förbrukarkategori",..,26580,22371,23533,23019
"1884 Nora","slutanv. fritidshus","flytande (icke förnybara)",0,0,0,0,0
"1884 Nora","slutanv. fritidshus","fast (icke förnybara)",0,0,0,0,0
"1884 Nora","slutanv. fritidshus","gas (icke förnybara)",0,0,0,0,0
"1884 Nora","slutanv. fritidshus","flytande (förnybara)",0,0,0,0,0
"1884 Nora","slutanv. fritidshus","fast (förnybara)",0,0,0,0,0
"1884 Nora","slutanv. fritidshus","gas (förnybara)",0,0,0,0,0
"1884 Nora","slutanv. fritidshus","fjärrvärme",0,0,0,0,0
"1884 Nora","slutanv. fritidshus","el",0,6411,4949,5304,5267
"1884 Nora","slutanv. fritidshus","summa förbrukarkategori",0,6411,4949,5304,5267
"1885 Lindesberg","slutanv. småhus","flytande (icke förnybara)",1143,2734,1890,1484,1711
"1885 Lindesberg","slutanv. småhus","fast (icke förnybara)",0,0,0,0,0
"1885 Lindesberg","slutanv. småhus","gas (icke förnybara)",0,0,0,0,0
"1885 Lindesberg","slutanv. småhus","flytande (förnybara)",0,0,0,0,0
"1885 Lindesberg","slutanv. småhus","fast (förnybara)",83230,73052,70791,68164,65472
"1885 Lindesberg","slutanv. småhus","gas (förnybara)",0,0,0,0,0
"1885 Lindesberg","slutanv. småhus","fjärrvärme",11818,14226,11739,13534,13697
"1885 Lindesberg","slutanv. småhus","el",90078,86768,79588,84187,78631
"1885 Lindesberg","slutanv. småhus","summa förbrukarkategori",186268,176780,164008,167368,159511
"1885 Lindesberg","slutanv. flerbostadshus","flytande (icke förnybara)",130,393,30,45,20
"1885 Lindesberg","slutanv. flerbostadshus","fast (icke förnybara)",0,0,0,0,0
"1885 Lindesberg","slutanv. flerbostadshus","gas (icke förnybara)",0,0,0,0,0
"1885 Lindesberg","slutanv. flerbostadshus","flytande (förnybara)",0,0,0,0,0
"1885 Lindesberg","slutanv. flerbostadshus","fast (förnybara)",0,0,0,0,0
"1885 Lindesberg","slutanv. flerbostadshus","gas (förnybara)",0,0,0,0,0
"1885 Lindesberg","slutanv. flerbostadshus","fjärrvärme",35360,40498,33640,36701,36181
"1885 Lindesberg","slutanv. flerbostadshus","el",12730,12862,12637,12801,12034
"1885 Lindesberg","slutanv. flerbostadshus","summa förbrukarkategori",48220,53753,46307,49546,48235
"1885 Lindesberg","slutanv. fritidshus","flytande (icke förnybara)",0,0,0,0,0
"1885 Lindesberg","slutanv. fritidshus","fast (icke förnybara)",0,0,0,0,0
"1885 Lindesberg","slutanv. fritidshus","gas (icke förnybara)",0,0,0,0,0
"1885 Lindesberg","slutanv. fritidshus","flytande (förnybara)",0,0,0,0,0
"1885 Lindesberg","slutanv. fritidshus","fast (förnybara)",0,0,0,0,0
"1885 Lindesberg","slutanv. fritidshus","gas (förnybara)",0,0,0,0,0
"1885 Lindesberg","slutanv. fritidshus","fjärrvärme",0,0,0,0,0
"1885 Lindesberg","slutanv. fritidshus","el",0,9210,7803,9016,7476
"1885 Lindesberg","slutanv. fritidshus","summa förbrukarkategori",0,9210,7803,9016,7476
"1904 Skinnskatteberg","slutanv. småhus","flytande (icke förnybara)",148,177,243,..,..
"1904 Skinnskatteberg","slutanv. småhus","fast (icke förnybara)",0,0,0,0,0
"1904 Skinnskatteberg","slutanv. småhus","gas (icke förnybara)",0,0,0,0,0
"1904 Skinnskatteberg","slutanv. småhus","flytande (förnybara)",0,0,0,0,0
"1904 Skinnskatteberg","slutanv. småhus","fast (förnybara)",22474,20148,19524,..,..
"1904 Skinnskatteberg","slutanv. småhus","gas (förnybara)",0,0,0,0,0
"1904 Skinnskatteberg","slutanv. småhus","fjärrvärme",..,69,60,75,75
"1904 Skinnskatteberg","slutanv. småhus","el",21561,18641,16757,18833,17464
"1904 Skinnskatteberg","slutanv. småhus","summa förbrukarkategori",..,39034,36584,37809,35699
"1904 Skinnskatteberg","slutanv. flerbostadshus","flytande (icke förnybara)",22,286,0,0,0
"1904 Skinnskatteberg","slutanv. flerbostadshus","fast (icke förnybara)",0,0,0,0,0
"1904 Skinnskatteberg","slutanv. flerbostadshus","gas (icke förnybara)",0,0,0,0,0
"1904 Skinnskatteberg","slutanv. flerbostadshus","flytande (förnybara)",0,0,0,0,0
"1904 Skinnskatteberg","slutanv. flerbostadshus","fast (förnybara)",0,0,0,0,0
"1904 Skinnskatteberg","slutanv. flerbostadshus","gas (förnybara)",0,0,0,0,0
"1904 Skinnskatteberg","slutanv. flerbostadshus","fjärrvärme",..,13563,10890,12374,12036
"1904 Skinnskatteberg","slutanv. flerbostadshus","el",2304,3117,3435,2955,2693
"1904 Skinnskatteberg","slutanv. flerbostadshus","summa förbrukarkategori",..,16965,14325,15329,14729
"1904 Skinnskatteberg","slutanv. fritidshus","flytande (icke förnybara)",0,0,0,0,0
"1904 Skinnskatteberg","slutanv. fritidshus","fast (icke förnybara)",0,0,0,0,0
"1904 Skinnskatteberg","slutanv. fritidshus","gas (icke förnybara)",0,0,0,0,0
"1904 Skinnskatteberg","slutanv. fritidshus","flytande (förnybara)",0,0,0,0,0
"1904 Skinnskatteberg","slutanv. fritidshus","fast (förnybara)",0,0,0,0,0
"1904 Skinnskatteberg","slutanv. fritidshus","gas (förnybara)",0,0,0,0,0
"1904 Skinnskatteberg","slutanv. fritidshus","fjärrvärme",0,0,0,0,0
"1904 Skinnskatteberg","slutanv. fritidshus","el",0,6022,5104,5943,5288
"1904 Skinnskatteberg","slutanv. fritidshus","summa förbrukarkategori",0,6022,5104,5943,5288
"1907 Surahammar","slutanv. småhus","flytande (icke förnybara)",144,239,233,126,143
"1907 Surahammar","slutanv. småhus","fast (icke förnybara)",0,0,0,0,0
"1907 Surahammar","slutanv. småhus","gas (icke förnybara)",0,0,0,0,0
"1907 Surahammar","slutanv. småhus","flytande (förnybara)",0,0,0,0,0
"1907 Surahammar","slutanv. småhus","fast (förnybara)",16279,14739,14283,13753,13210
"1907 Surahammar","slutanv. småhus","gas (förnybara)",0,0,0,0,0
"1907 Surahammar","slutanv. småhus","fjärrvärme",8600,10100,9937,7899,7284
"1907 Surahammar","slutanv. småhus","el",36237,40548,35453,39799,36056
"1907 Surahammar","slutanv. småhus","summa förbrukarkategori",61261,65626,59906,61577,56694
"1907 Surahammar","slutanv. flerbostadshus","flytande (icke förnybara)",116,12,0,0,0
"1907 Surahammar","slutanv. flerbostadshus","fast (icke förnybara)",0,0,0,0,0
"1907 Surahammar","slutanv. flerbostadshus","gas (icke förnybara)",0,0,0,0,0
"1907 Surahammar","slutanv. flerbostadshus","flytande (förnybara)",0,0,0,0,0
"1907 Surahammar","slutanv. flerbostadshus","fast (förnybara)",0,0,0,0,0
"1907 Surahammar","slutanv. flerbostadshus","gas (förnybara)",0,0,0,0,0
"1907 Surahammar","slutanv. flerbostadshus","fjärrvärme",25100,26300,29068,23108,22660
"1907 Surahammar","slutanv. flerbostadshus","el",3703,3976,4100,4317,3960
"1907 Surahammar","slutanv. flerbostadshus","summa förbrukarkategori",28919,30289,33168,27425,26620
"1907 Surahammar","slutanv. fritidshus","flytande (icke förnybara)",0,0,0,0,0
"1907 Surahammar","slutanv. fritidshus","fast (icke förnybara)",0,0,0,0,0
"1907 Surahammar","slutanv. fritidshus","gas (icke förnybara)",0,0,0,0,0
"1907 Surahammar","slutanv. fritidshus","flytande (förnybara)",0,0,0,0,0
"1907 Surahammar","slutanv. fritidshus","fast (förnybara)",0,0,0,0,0
"1907 Surahammar","slutanv. fritidshus","gas (förnybara)",0,0,0,0,0
"1907 Surahammar","slutanv. fritidshus","fjärrvärme",0,0,0,0,0
"1907 Surahammar","slutanv. fritidshus","el",0,1412,1179,1447,1291
"1907 Surahammar","slutanv. fritidshus","summa förbrukarkategori",0,1412,1179,1447,1291
"1960 Kungsör","slutanv. småhus","flytande (icke förnybara)",173,240,189,..,..
"1960 Kungsör","slutanv. småhus","fast (icke förnybara)",0,0,0,0,0
"1960 Kungsör","slutanv. småhus","gas (icke förnybara)",0,0,0,0,0
"1960 Kungsör","slutanv. småhus","flytande (förnybara)",0,0,0,0,0
"1960 Kungsör","slutanv. småhus","fast (förnybara)",13252,12014,11642,..,..
"1960 Kungsör","slutanv. småhus","gas (förnybara)",0,0,0,0,0
"1960 Kungsör","slutanv. småhus","fjärrvärme",4203,4887,3919,4658,4388
"1960 Kungsör","slutanv. småhus","el",35446,38409,31742,33471,32277
"1960 Kungsör","slutanv. småhus","summa förbrukarkategori",53074,55551,47492,49497,47567
"1960 Kungsör","slutanv. flerbostadshus","flytande (icke förnybara)",5,20,15,0,0
"1960 Kungsör","slutanv. flerbostadshus","fast (icke förnybara)",0,0,0,0,0
"1960 Kungsör","slutanv. flerbostadshus","gas (icke förnybara)",0,0,0,0,0
"1960 Kungsör","slutanv. flerbostadshus","flytande (förnybara)",0,0,0,0,0
"1960 Kungsör","slutanv. flerbostadshus","fast (förnybara)",0,0,0,0,0
"1960 Kungsör","slutanv. flerbostadshus","gas (förnybara)",0,0,0,0,0
"1960 Kungsör","slutanv. flerbostadshus","fjärrvärme",13533,15675,13324,14755,13865
"1960 Kungsör","slutanv. flerbostadshus","el",2516,2482,2388,2447,2477
"1960 Kungsör","slutanv. flerbostadshus","summa förbrukarkategori",16054,18177,15727,17202,16342
"1960 Kungsör","slutanv. fritidshus","flytande (icke förnybara)",0,0,0,0,0
"1960 Kungsör","slutanv. fritidshus","fast (icke förnybara)",0,0,0,0,0
"1960 Kungsör","slutanv. fritidshus","gas (icke förnybara)",0,0,0,0,0
"1960 Kungsör","slutanv. fritidshus","flytande (förnybara)",0,0,0,0,0
"1960 Kungsör","slutanv. fritidshus","fast (förnybara)",0,0,0,0,0
"1960 Kungsör","slutanv. fritidshus","gas (förnybara)",0,0,0,0,0
"1960 Kungsör","slutanv. fritidshus","fjärrvärme",0,0,0,0,0
"1960 Kungsör","slutanv. fritidshus","el",0,1806,1468,1605,1562
"1960 Kungsör","slutanv. fritidshus","summa förbrukarkategori",0,1806,1468,1605,1562
"1961 Hallstahammar","slutanv. småhus","flytande (icke förnybara)",707,960,217,..,..
"1961 Hallstahammar","slutanv. småhus","fast (icke förnybara)",0,0,0,0,0
"1961 Hallstahammar","slutanv. småhus","gas (icke förnybara)",0,0,0,0,0
"1961 Hallstahammar","slutanv. småhus","flytande (förnybara)",0,0,0,0,0
"1961 Hallstahammar","slutanv. småhus","fast (förnybara)",21063,19099,18508,..,..
"1961 Hallstahammar","slutanv. småhus","gas (förnybara)",0,0,0,0,0
"1961 Hallstahammar","slutanv. småhus","fjärrvärme",0,0,16819,18681,15866
"1961 Hallstahammar","slutanv. småhus","el",52293,56592,47816,49536,48543
"1961 Hallstahammar","slutanv. småhus","summa förbrukarkategori",74063,76652,83360,86223,81759
"1961 Hallstahammar","slutanv. flerbostadshus","flytande (icke förnybara)",6,1,0,0,0
"1961 Hallstahammar","slutanv. flerbostadshus","fast (icke förnybara)",0,0,0,0,0
"1961 Hallstahammar","slutanv. flerbostadshus","gas (icke förnybara)",0,0,0,0,0
"1961 Hallstahammar","slutanv. flerbostadshus","flytande (förnybara)",0,0,0,0,0
"1961 Hallstahammar","slutanv. flerbostadshus","fast (förnybara)",0,0,0,0,0
"1961 Hallstahammar","slutanv. flerbostadshus","gas (förnybara)",0,0,0,0,0
"1961 Hallstahammar","slutanv. flerbostadshus","fjärrvärme",0,0,33675,36152,34554
"1961 Hallstahammar","slutanv. flerbostadshus","el",7234,7223,7118,7222,7100
"1961 Hallstahammar","slutanv. flerbostadshus","summa förbrukarkategori",7240,7224,40793,43374,41654
"1961 Hallstahammar","slutanv. fritidshus","flytande (icke förnybara)",0,0,0,0,0
"1961 Hallstahammar","slutanv. fritidshus","fast (icke förnybara)",0,0,0,0,0
"1961 Hallstahammar","slutanv. fritidshus","gas (icke förnybara)",0,0,0,0,0
"1961 Hallstahammar","slutanv. fritidshus","flytande (förnybara)",0,0,0,0,0
"1961 Hallstahammar","slutanv. fritidshus","fast (förnybara)",0,0,0,0,0
"1961 Hallstahammar","slutanv. fritidshus","gas (förnybara)",0,0,0,0,0
"1961 Hallstahammar","slutanv. fritidshus","fjärrvärme",0,0,0,0,0
"1961 Hallstahammar","slutanv. fritidshus","el",0,1214,983,1053,1084
"1961 Hallstahammar","slutanv. fritidshus","summa förbrukarkategori",0,1214,983,1053,1084
"1962 Norberg","slutanv. småhus","flytande (icke förnybara)",155,198,152,39,108
"1962 Norberg","slutanv. småhus","fast (icke förnybara)",0,0,0,0,0
"1962 Norberg","slutanv. småhus","gas (icke förnybara)",0,0,0,0,0
"1962 Norberg","slutanv. småhus","flytande (förnybara)",0,0,0,0,0
"1962 Norberg","slutanv. småhus","fast (förnybara)",19732,15387,14911,..,..
"1962 Norberg","slutanv. småhus","gas (förnybara)",0,0,0,0,0
"1962 Norberg","slutanv. småhus","fjärrvärme",31,37,40,65,58
"1962 Norberg","slutanv. småhus","el",22403,22090,19478,21827,20046
"1962 Norberg","slutanv. småhus","summa förbrukarkategori",42321,37712,34582,..,..
"1962 Norberg","slutanv. flerbostadshus","flytande (icke förnybara)",6,1,80,30,60
"1962 Norberg","slutanv. flerbostadshus","fast (icke förnybara)",0,0,0,0,0
"1962 Norberg","slutanv. flerbostadshus","gas (icke förnybara)",0,0,0,0,0
"1962 Norberg","slutanv. flerbostadshus","flytande (förnybara)",0,0,0,0,0
"1962 Norberg","slutanv. flerbostadshus","fast (förnybara)",0,0,0,0,0
"1962 Norberg","slutanv. flerbostadshus","gas (förnybara)",0,0,0,0,0
"1962 Norberg","slutanv. flerbostadshus","fjärrvärme",18645,21006,16566,17895,16977
"1962 Norberg","slutanv. flerbostadshus","el",3138,3016,2934,3157,3056
"1962 Norberg","slutanv. flerbostadshus","summa förbrukarkategori",21789,24023,19579,21082,20092
"1962 Norberg","slutanv. fritidshus","flytande (icke förnybara)",0,0,0,0,0
"1962 Norberg","slutanv. fritidshus","fast (icke förnybara)",0,0,0,0,0
"1962 Norberg","slutanv. fritidshus","gas (icke förnybara)",0,0,0,0,0
"1962 Norberg","slutanv. fritidshus","flytande (förnybara)",0,0,0,0,0
"1962 Norberg","slutanv. fritidshus","fast (förnybara)",0,0,0,0,0
"1962 Norberg","slutanv. fritidshus","gas (förnybara)",0,0,0,0,0
"1962 Norberg","slutanv. fritidshus","fjärrvärme",0,0,0,0,0
"1962 Norberg","slutanv. fritidshus","el",0,2583,2262,2533,2250
"1962 Norberg","slutanv. fritidshus","summa förbrukarkategori",0,2583,2262,2533,2250
"1980 Västerås","slutanv. småhus","flytande (icke förnybara)",972,1012,624,310,437
"1980 Västerås","slutanv. småhus","fast (icke förnybara)",0,0,0,0,0
"1980 Västerås","slutanv. småhus","gas (icke förnybara)",0,0,0,0,0
"1980 Västerås","slutanv. småhus","flytande (förnybara)",0,0,0,0,0
"1980 Västerås","slutanv. småhus","fast (förnybara)",50123,57277,55505,53445,51335
"1980 Västerås","slutanv. småhus","gas (förnybara)",0,0,0,0,0
"1980 Västerås","slutanv. småhus","fjärrvärme",372377,422931,331494,370113,325062
"1980 Västerås","slutanv. småhus","el",231849,236757,209812,221354,213790
"1980 Västerås","slutanv. småhus","summa förbrukarkategori",655321,717977,597435,645223,590623
"1980 Västerås","slutanv. flerbostadshus","flytande (icke förnybara)",28,4,79,31,30
"1980 Västerås","slutanv. flerbostadshus","fast (icke förnybara)",0,0,0,0,0
"1980 Västerås","slutanv. flerbostadshus","gas (icke förnybara)",0,0,0,0,0
"1980 Västerås","slutanv. flerbostadshus","flytande (förnybara)",0,0,0,0,0
"1980 Västerås","slutanv. flerbostadshus","fast (förnybara)",0,0,0,0,0
"1980 Västerås","slutanv. flerbostadshus","gas (förnybara)",0,0,0,0,0
"1980 Västerås","slutanv. flerbostadshus","fjärrvärme",580570,659638,513039,538402,475161
"1980 Västerås","slutanv. flerbostadshus","el",98492,97759,95698,96584,95797
"1980 Västerås","slutanv. flerbostadshus","summa förbrukarkategori",679090,757401,608817,635017,570988
"1980 Västerås","slutanv. fritidshus","flytande (icke förnybara)",0,0,0,0,0
"1980 Västerås","slutanv. fritidshus","fast (icke förnybara)",0,0,0,0,0
"1980 Västerås","slutanv. fritidshus","gas (icke förnybara)",0,0,0,0,0
"1980 Västerås","slutanv. fritidshus","flytande (förnybara)",0,0,0,0,0
"1980 Västerås","slutanv. fritidshus","fast (förnybara)",0,0,0,0,0
"1980 Västerås","slutanv. fritidshus","gas (förnybara)",0,0,0,0,0
"1980 Västerås","slutanv. fritidshus","fjärrvärme",0,0,0,0,0
"1980 Västerås","slutanv. fritidshus","el",0,19109,16130,17848,17301
"1980 Västerås","slutanv. fritidshus","summa förbrukarkategori",0,19109,16130,17848,17301
"1981 Sala","slutanv. småhus","flytande (icke förnybara)",276,389,281,184,..
"1981 Sala","slutanv. småhus","fast (icke förnybara)",0,0,0,0,0
"1981 Sala","slutanv. småhus","gas (icke förnybara)",0,0,0,0,0
"1981 Sala","slutanv. småhus","flytande (förnybara)",0,0,0,0,0
"1981 Sala","slutanv. småhus","fast (förnybara)",67438,80439,77950,75057,..
"1981 Sala","slutanv. småhus","gas (förnybara)",0,0,0,0,0
"1981 Sala","slutanv. småhus","fjärrvärme",15912,18689,14709,18437,15890
"1981 Sala","slutanv. småhus","el",66795,67277,56893,63642,60547
"1981 Sala","slutanv. småhus","summa förbrukarkategori",150420,166794,149833,157320,148789
"1981 Sala","slutanv. flerbostadshus","flytande (icke förnybara)",6,1,0,0,0
"1981 Sala","slutanv. flerbostadshus","fast (icke förnybara)",0,0,0,0,0
"1981 Sala","slutanv. flerbostadshus","gas (icke förnybara)",0,0,0,0,0
"1981 Sala","slutanv. flerbostadshus","flytande (förnybara)",0,0,0,0,0
"1981 Sala","slutanv. flerbostadshus","fast (förnybara)",0,0,0,0,0
"1981 Sala","slutanv. flerbostadshus","gas (förnybara)",0,0,0,0,0
"1981 Sala","slutanv. flerbostadshus","fjärrvärme",63826,57714,49128,53889,51685
"1981 Sala","slutanv. flerbostadshus","el",10513,10825,11225,11865,11103
"1981 Sala","slutanv. flerbostadshus","summa förbrukarkategori",74345,68540,60353,65754,62788
"1981 Sala","slutanv. fritidshus","flytande (icke förnybara)",0,0,0,0,0
"1981 Sala","slutanv. fritidshus","fast (icke förnybara)",0,0,0,0,0
"1981 Sala","slutanv. fritidshus","gas (icke förnybara)",0,0,0,0,0
"1981 Sala","slutanv. fritidshus","flytande (förnybara)",0,0,0,0,0
"1981 Sala","slutanv. fritidshus","fast (förnybara)",0,0,0,0,0
"1981 Sala","slutanv. fritidshus","gas (förnybara)",0,0,0,0,0
"1981 Sala","slutanv. fritidshus","fjärrvärme",0,0,0,0,0
"1981 Sala","slutanv. fritidshus","el",0,8972,7707,9036,8364
"1981 Sala","slutanv. fritidshus","summa förbrukarkategori",0,8972,7707,9036,8364
"1982 Fagersta","slutanv. småhus","flytande (icke förnybara)",309,1393,169,134,90
"1982 Fagersta","slutanv. småhus","fast (icke förnybara)",0,0,0,0,0
"1982 Fagersta","slutanv. småhus","gas (icke förnybara)",0,0,0,0,0
"1982 Fagersta","slutanv. småhus","flytande (förnybara)",0,0,0,0,0
"1982 Fagersta","slutanv. småhus","fast (förnybara)",17810,17150,16619,16003,15371
"1982 Fagersta","slutanv. småhus","gas (förnybara)",0,0,0,0,0
"1982 Fagersta","slutanv. småhus","fjärrvärme",3787,4381,3566,4053,3949
"1982 Fagersta","slutanv. småhus","el",39999,35781,34386,36804,36226
"1982 Fagersta","slutanv. småhus","summa förbrukarkategori",61905,58705,54741,56994,55635
"1982 Fagersta","slutanv. flerbostadshus","flytande (icke förnybara)",5,1,0,0,0
"1982 Fagersta","slutanv. flerbostadshus","fast (icke förnybara)",0,0,0,0,0
"1982 Fagersta","slutanv. flerbostadshus","gas (icke förnybara)",0,0,0,0,0
"1982 Fagersta","slutanv. flerbostadshus","flytande (förnybara)",0,0,0,0,0
"1982 Fagersta","slutanv. flerbostadshus","fast (förnybara)",0,0,0,0,0
"1982 Fagersta","slutanv. flerbostadshus","gas (förnybara)",0,0,0,0,0
"1982 Fagersta","slutanv. flerbostadshus","fjärrvärme",46550,52229,43325,46461,44450
"1982 Fagersta","slutanv. flerbostadshus","el",5009,5008,5309,5354,5167
"1982 Fagersta","slutanv. flerbostadshus","summa förbrukarkategori",51564,57238,48634,51815,49617
"1982 Fagersta","slutanv. fritidshus","flytande (icke förnybara)",0,0,0,0,0
"1982 Fagersta","slutanv. fritidshus","fast (icke förnybara)",0,0,0,0,0
"1982 Fagersta","slutanv. fritidshus","gas (icke förnybara)",0,0,0,0,0
"1982 Fagersta","slutanv. fritidshus","flytande (förnybara)",0,0,0,0,0
"1982 Fagersta","slutanv. fritidshus","fast (förnybara)",0,0,0,0,0
"1982 Fagersta","slutanv. fritidshus","gas (förnybara)",0,0,0,0,0
"1982 Fagersta","slutanv. fritidshus","fjärrvärme",0,0,0,0,0
"1982 Fagersta","slutanv. fritidshus","el",0,4476,4049,4485,4263
"1982 Fagersta","slutanv. fritidshus","summa förbrukarkategori",0,4476,4049,4485,4263
"1983 Köping","slutanv. småhus","flytande (icke förnybara)",5715,396,209,182,173
"1983 Köping","slutanv. småhus","fast (icke förnybara)",0,0,0,0,0
"1983 Köping","slutanv. småhus","gas (icke förnybara)",0,0,0,0,0
"1983 Köping","slutanv. småhus","flytande (förnybara)",0,0,0,0,0
"1983 Köping","slutanv. småhus","fast (förnybara)",35469,35464,34367,33091,31785
"1983 Köping","slutanv. småhus","gas (förnybara)",0,0,0,0,0
"1983 Köping","slutanv. småhus","fjärrvärme",23528,28771,23669,26664,25813
"1983 Köping","slutanv. småhus","el",63179,65497,55455,58568,56448
"1983 Köping","slutanv. småhus","summa förbrukarkategori",127891,130128,113700,118505,114219
"1983 Köping","slutanv. flerbostadshus","flytande (icke förnybara)",34,92,70,0,10
"1983 Köping","slutanv. flerbostadshus","fast (icke förnybara)",0,0,0,0,0
"1983 Köping","slutanv. flerbostadshus","gas (icke förnybara)",0,0,0,0,0
"1983 Köping","slutanv. flerbostadshus","flytande (förnybara)",0,0,0,0,0
"1983 Köping","slutanv. flerbostadshus","fast (förnybara)",0,0,0,0,0
"1983 Köping","slutanv. flerbostadshus","gas (förnybara)",0,0,0,0,0
"1983 Köping","slutanv. flerbostadshus","fjärrvärme",98032,111986,93820,100382,98115
"1983 Köping","slutanv. flerbostadshus","el",13357,13263,12971,12802,12559
"1983 Köping","slutanv. flerbostadshus","summa förbrukarkategori",111423,125341,106861,113184,110684
"1983 Köping","slutanv. fritidshus","flytande (icke förnybara)",0,0,0,0,0
"1983 Köping","slutanv. fritidshus","fast (icke förnybara)",0,0,0,0,0
"1983 Köping","slutanv. fritidshus","gas (icke förnybara)",0,0,0,0,0
"1983 Köping","slutanv. fritidshus","flytande (förnybara)",0,0,0,0,0
"1983 Köping","slutanv. fritidshus","fast (förnybara)",0,0,0,0,0
"1983 Köping","slutanv. fritidshus","gas (förnybara)",0,0,0,0,0
"1983 Köping","slutanv. fritidshus","fjärrvärme",0,0,0,0,0
"1983 Köping","slutanv. fritidshus","el",0,6145,5185,5751,5546
"1983 Köping","slutanv. fritidshus","summa förbrukarkategori",0,6145,5185,5751,5546
"1984 Arboga","slutanv. småhus","flytande (icke förnybara)",4089,573,191,..,..
"1984 Arboga","slutanv. småhus","fast (icke förnybara)",0,0,0,0,0
"1984 Arboga","slutanv. småhus","gas (icke förnybara)",0,0,0,0,0
