"region","förbrukarkategori","bränsletyp","2009","2010","2011","2012","2013"
"1984 Arboga","slutanv. småhus","flytande (förnybara)",0,0,0,0,0
"1984 Arboga","slutanv. småhus","fast (förnybara)",28150,22828,22122,..,..
"1984 Arboga","slutanv. småhus","gas (förnybara)",0,0,0,0,0
"1984 Arboga","slutanv. småhus","fjärrvärme",11917,14128,11222,12086,11497
"1984 Arboga","slutanv. småhus","el",43485,45636,38557,40554,40313
"1984 Arboga","slutanv. småhus","summa förbrukarkategori",87641,83165,72092,74061,72481
"1984 Arboga","slutanv. flerbostadshus","flytande (icke förnybara)",28,3,6,3,10
"1984 Arboga","slutanv. flerbostadshus","fast (icke förnybara)",0,0,0,0,0
"1984 Arboga","slutanv. flerbostadshus","gas (icke förnybara)",0,0,0,0,0
"1984 Arboga","slutanv. flerbostadshus","flytande (förnybara)",0,0,0,0,0
"1984 Arboga","slutanv. flerbostadshus","fast (förnybara)",0,0,0,0,0
"1984 Arboga","slutanv. flerbostadshus","gas (förnybara)",0,0,0,0,0
"1984 Arboga","slutanv. flerbostadshus","fjärrvärme",48889,49988,45225,47272,47184
"1984 Arboga","slutanv. flerbostadshus","el",6528,7601,6464,6515,6524
"1984 Arboga","slutanv. flerbostadshus","summa förbrukarkategori",55445,57592,51695,53790,53718
"1984 Arboga","slutanv. fritidshus","flytande (icke förnybara)",0,0,0,0,0
"1984 Arboga","slutanv. fritidshus","fast (icke förnybara)",0,0,0,0,0
"1984 Arboga","slutanv. fritidshus","gas (icke förnybara)",0,0,0,0,0
"1984 Arboga","slutanv. fritidshus","flytande (förnybara)",0,0,0,0,0
"1984 Arboga","slutanv. fritidshus","fast (förnybara)",0,0,0,0,0
"1984 Arboga","slutanv. fritidshus","gas (förnybara)",0,0,0,0,0
"1984 Arboga","slutanv. fritidshus","fjärrvärme",0,0,0,0,0
"1984 Arboga","slutanv. fritidshus","el",0,3610,2981,3358,3428
"1984 Arboga","slutanv. fritidshus","summa förbrukarkategori",0,3610,2981,3358,3428
"2021 Vansbro","slutanv. småhus","flytande (icke förnybara)",571,1251,1223,876,761
"2021 Vansbro","slutanv. småhus","fast (icke förnybara)",0,0,0,0,0
"2021 Vansbro","slutanv. småhus","gas (icke förnybara)",0,0,0,0,0
"2021 Vansbro","slutanv. småhus","flytande (förnybara)",0,0,0,0,0
"2021 Vansbro","slutanv. småhus","fast (förnybara)",43693,36687,0,34232,32880
"2021 Vansbro","slutanv. småhus","gas (förnybara)",0,0,0,0,0
"2021 Vansbro","slutanv. småhus","fjärrvärme",1787,2256,1800,2153,1997
"2021 Vansbro","slutanv. småhus","el",31608,31036,388,30630,30600
"2021 Vansbro","slutanv. småhus","summa förbrukarkategori",77659,71230,3411,67890,66238
"2021 Vansbro","slutanv. flerbostadshus","flytande (icke förnybara)",64,136,45,0,0
"2021 Vansbro","slutanv. flerbostadshus","fast (icke förnybara)",0,0,0,0,0
"2021 Vansbro","slutanv. flerbostadshus","gas (icke förnybara)",0,0,0,0,0
"2021 Vansbro","slutanv. flerbostadshus","flytande (förnybara)",0,0,0,0,0
"2021 Vansbro","slutanv. flerbostadshus","fast (förnybara)",0,0,0,0,0
"2021 Vansbro","slutanv. flerbostadshus","gas (förnybara)",0,0,0,0,0
"2021 Vansbro","slutanv. flerbostadshus","fjärrvärme",5740,6934,5700,6215,5755
"2021 Vansbro","slutanv. flerbostadshus","el",2018,2095,0,2197,2163
"2021 Vansbro","slutanv. flerbostadshus","summa förbrukarkategori",7822,9165,5745,8412,7918
"2021 Vansbro","slutanv. fritidshus","flytande (icke förnybara)",0,0,0,0,0
"2021 Vansbro","slutanv. fritidshus","fast (icke förnybara)",0,0,0,0,0
"2021 Vansbro","slutanv. fritidshus","gas (icke förnybara)",0,0,0,0,0
"2021 Vansbro","slutanv. fritidshus","flytande (förnybara)",0,0,0,0,0
"2021 Vansbro","slutanv. fritidshus","fast (förnybara)",0,0,0,0,0
"2021 Vansbro","slutanv. fritidshus","gas (förnybara)",0,0,0,0,0
"2021 Vansbro","slutanv. fritidshus","fjärrvärme",0,0,0,0,0
"2021 Vansbro","slutanv. fritidshus","el",0,3361,269,2145,2152
"2021 Vansbro","slutanv. fritidshus","summa förbrukarkategori",0,3361,269,2145,2152
"2023 Malung-Sälen","slutanv. småhus","flytande (icke förnybara)",4274,1972,1271,961,898
"2023 Malung-Sälen","slutanv. småhus","fast (icke förnybara)",0,0,0,0,0
"2023 Malung-Sälen","slutanv. småhus","gas (icke förnybara)",0,0,0,0,0
"2023 Malung-Sälen","slutanv. småhus","flytande (förnybara)",0,0,0,0,0
"2023 Malung-Sälen","slutanv. småhus","fast (förnybara)",41575,35374,34279,33007,31704
"2023 Malung-Sälen","slutanv. småhus","gas (förnybara)",0,0,0,0,0
"2023 Malung-Sälen","slutanv. småhus","fjärrvärme",0,0,0,0,0
"2023 Malung-Sälen","slutanv. småhus","el",155085,69361,56521,59265,56183
"2023 Malung-Sälen","slutanv. småhus","summa förbrukarkategori",200934,106707,92071,93233,88785
"2023 Malung-Sälen","slutanv. flerbostadshus","flytande (icke förnybara)",77,695,445,341,308
"2023 Malung-Sälen","slutanv. flerbostadshus","fast (icke förnybara)",0,0,0,0,0
"2023 Malung-Sälen","slutanv. flerbostadshus","gas (icke förnybara)",0,0,0,0,0
"2023 Malung-Sälen","slutanv. flerbostadshus","flytande (förnybara)",0,0,0,0,0
"2023 Malung-Sälen","slutanv. flerbostadshus","fast (förnybara)",0,0,0,0,0
"2023 Malung-Sälen","slutanv. flerbostadshus","gas (förnybara)",0,0,0,0,0
"2023 Malung-Sälen","slutanv. flerbostadshus","fjärrvärme",7763,8628,7032,7546,7349
"2023 Malung-Sälen","slutanv. flerbostadshus","el",4886,21175,18602,20056,19013
"2023 Malung-Sälen","slutanv. flerbostadshus","summa förbrukarkategori",12726,30498,26079,27943,26670
"2023 Malung-Sälen","slutanv. fritidshus","flytande (icke förnybara)",0,0,0,0,0
"2023 Malung-Sälen","slutanv. fritidshus","fast (icke förnybara)",0,0,0,0,0
"2023 Malung-Sälen","slutanv. fritidshus","gas (icke förnybara)",0,0,0,0,0
"2023 Malung-Sälen","slutanv. fritidshus","flytande (förnybara)",0,0,0,0,0
"2023 Malung-Sälen","slutanv. fritidshus","fast (förnybara)",0,0,0,0,0
"2023 Malung-Sälen","slutanv. fritidshus","gas (förnybara)",0,0,0,0,0
"2023 Malung-Sälen","slutanv. fritidshus","fjärrvärme",0,0,0,0,0
"2023 Malung-Sälen","slutanv. fritidshus","el",0,82736,67245,72289,68530
"2023 Malung-Sälen","slutanv. fritidshus","summa förbrukarkategori",0,82736,67245,72289,68530
"2026 Gagnef","slutanv. småhus","flytande (icke förnybara)",1040,2345,1555,1085,978
"2026 Gagnef","slutanv. småhus","fast (icke förnybara)",0,0,0,0,0
"2026 Gagnef","slutanv. småhus","gas (icke förnybara)",0,0,0,0,0
"2026 Gagnef","slutanv. småhus","flytande (förnybara)",0,0,0,0,0
"2026 Gagnef","slutanv. småhus","fast (förnybara)",54296,49690,48152,..,44535
"2026 Gagnef","slutanv. småhus","gas (förnybara)",0,0,0,0,0
"2026 Gagnef","slutanv. småhus","fjärrvärme",0,0,0,0,0
"2026 Gagnef","slutanv. småhus","el",57971,58389,50873,54057,51520
"2026 Gagnef","slutanv. småhus","summa förbrukarkategori",113307,110424,100580,..,97033
"2026 Gagnef","slutanv. flerbostadshus","flytande (icke förnybara)",49,45,0,0,0
"2026 Gagnef","slutanv. flerbostadshus","fast (icke förnybara)",0,0,0,0,0
"2026 Gagnef","slutanv. flerbostadshus","gas (icke förnybara)",0,0,0,0,0
"2026 Gagnef","slutanv. flerbostadshus","flytande (förnybara)",0,0,0,0,0
"2026 Gagnef","slutanv. flerbostadshus","fast (förnybara)",0,0,0,0,0
"2026 Gagnef","slutanv. flerbostadshus","gas (förnybara)",0,0,0,0,0
"2026 Gagnef","slutanv. flerbostadshus","fjärrvärme",0,0,0,0,0
"2026 Gagnef","slutanv. flerbostadshus","el",1065,1118,1202,1140,1113
"2026 Gagnef","slutanv. flerbostadshus","summa förbrukarkategori",1114,1163,1202,1140,1113
"2026 Gagnef","slutanv. fritidshus","flytande (icke förnybara)",0,0,0,0,0
"2026 Gagnef","slutanv. fritidshus","fast (icke förnybara)",0,0,0,0,0
"2026 Gagnef","slutanv. fritidshus","gas (icke förnybara)",0,0,0,0,0
"2026 Gagnef","slutanv. fritidshus","flytande (förnybara)",0,0,0,0,0
"2026 Gagnef","slutanv. fritidshus","fast (förnybara)",0,0,0,0,0
"2026 Gagnef","slutanv. fritidshus","gas (förnybara)",0,0,0,0,0
"2026 Gagnef","slutanv. fritidshus","fjärrvärme",0,0,0,0,0
"2026 Gagnef","slutanv. fritidshus","el",0,5442,4177,4732,4667
"2026 Gagnef","slutanv. fritidshus","summa förbrukarkategori",0,5442,4177,4732,4667
"2029 Leksand","slutanv. småhus","flytande (icke förnybara)",656,2310,1783,1236,1090
"2029 Leksand","slutanv. småhus","fast (icke förnybara)",0,0,0,0,0
"2029 Leksand","slutanv. småhus","gas (icke förnybara)",0,0,0,0,0
"2029 Leksand","slutanv. småhus","flytande (förnybara)",0,0,0,0,0
"2029 Leksand","slutanv. småhus","fast (förnybara)",71601,57611,55828,53756,51634
"2029 Leksand","slutanv. småhus","gas (förnybara)",0,0,0,0,0
"2029 Leksand","slutanv. småhus","fjärrvärme",2748,4766,4711,5940,5485
"2029 Leksand","slutanv. småhus","el",89089,79267,69073,73428,70359
"2029 Leksand","slutanv. småhus","summa förbrukarkategori",164095,143954,131395,134360,128568
"2029 Leksand","slutanv. flerbostadshus","flytande (icke förnybara)",169,114,57,0,70
"2029 Leksand","slutanv. flerbostadshus","fast (icke förnybara)",0,0,0,0,0
"2029 Leksand","slutanv. flerbostadshus","gas (icke förnybara)",0,0,0,0,0
"2029 Leksand","slutanv. flerbostadshus","flytande (förnybara)",0,0,0,0,0
"2029 Leksand","slutanv. flerbostadshus","fast (förnybara)",0,0,0,0,0
"2029 Leksand","slutanv. flerbostadshus","gas (förnybara)",0,0,0,0,0
"2029 Leksand","slutanv. flerbostadshus","fjärrvärme",11560,13139,14002,16283,14552
"2029 Leksand","slutanv. flerbostadshus","el",7059,6590,6021,6155,5989
"2029 Leksand","slutanv. flerbostadshus","summa förbrukarkategori",18788,19843,20080,22438,20611
"2029 Leksand","slutanv. fritidshus","flytande (icke förnybara)",0,0,0,0,0
"2029 Leksand","slutanv. fritidshus","fast (icke förnybara)",0,0,0,0,0
"2029 Leksand","slutanv. fritidshus","gas (icke förnybara)",0,0,0,0,0
"2029 Leksand","slutanv. fritidshus","flytande (förnybara)",0,0,0,0,0
"2029 Leksand","slutanv. fritidshus","fast (förnybara)",0,0,0,0,0
"2029 Leksand","slutanv. fritidshus","gas (förnybara)",0,0,0,0,0
"2029 Leksand","slutanv. fritidshus","fjärrvärme",0,0,0,0,0
"2029 Leksand","slutanv. fritidshus","el",0,19471,15445,17152,17276
"2029 Leksand","slutanv. fritidshus","summa förbrukarkategori",0,19471,15445,17152,17276
"2031 Rättvik","slutanv. småhus","flytande (icke förnybara)",662,1318,1232,1116,779
"2031 Rättvik","slutanv. småhus","fast (icke förnybara)",0,0,0,0,0
"2031 Rättvik","slutanv. småhus","gas (icke förnybara)",0,0,0,0,0
"2031 Rättvik","slutanv. småhus","flytande (förnybara)",0,0,0,0,0
"2031 Rättvik","slutanv. småhus","fast (förnybara)",52585,48068,46581,44852,43081
"2031 Rättvik","slutanv. småhus","gas (förnybara)",0,0,0,0,0
"2031 Rättvik","slutanv. småhus","fjärrvärme",7413,9784,..,..,..
"2031 Rättvik","slutanv. småhus","el",57722,50237,41659,45478,42468
"2031 Rättvik","slutanv. småhus","summa förbrukarkategori",118382,109407,..,..,..
"2031 Rättvik","slutanv. flerbostadshus","flytande (icke förnybara)",83,239,200,124,109
"2031 Rättvik","slutanv. flerbostadshus","fast (icke förnybara)",0,0,0,0,0
"2031 Rättvik","slutanv. flerbostadshus","gas (icke förnybara)",0,0,0,0,0
"2031 Rättvik","slutanv. flerbostadshus","flytande (förnybara)",0,0,0,0,0
"2031 Rättvik","slutanv. flerbostadshus","fast (förnybara)",0,0,0,0,0
"2031 Rättvik","slutanv. flerbostadshus","gas (förnybara)",0,0,0,0,0
"2031 Rättvik","slutanv. flerbostadshus","fjärrvärme",18406,28125,17205,16551,18194
"2031 Rättvik","slutanv. flerbostadshus","el",3489,3587,3398,3476,3402
"2031 Rättvik","slutanv. flerbostadshus","summa förbrukarkategori",21978,31951,20803,20151,21705
"2031 Rättvik","slutanv. fritidshus","flytande (icke förnybara)",0,0,0,0,0
"2031 Rättvik","slutanv. fritidshus","fast (icke förnybara)",0,0,0,0,0
"2031 Rättvik","slutanv. fritidshus","gas (icke förnybara)",0,0,0,0,0
"2031 Rättvik","slutanv. fritidshus","flytande (förnybara)",0,0,0,0,0
"2031 Rättvik","slutanv. fritidshus","fast (förnybara)",0,0,0,0,0
"2031 Rättvik","slutanv. fritidshus","gas (förnybara)",0,0,0,0,0
"2031 Rättvik","slutanv. fritidshus","fjärrvärme",0,0,0,0,0
"2031 Rättvik","slutanv. fritidshus","el",0,15343,12146,13595,13440
"2031 Rättvik","slutanv. fritidshus","summa förbrukarkategori",0,15343,12146,13595,13440
"2034 Orsa","slutanv. småhus","flytande (icke förnybara)",355,1376,571,..,..
"2034 Orsa","slutanv. småhus","fast (icke förnybara)",0,0,0,0,0
"2034 Orsa","slutanv. småhus","gas (icke förnybara)",0,0,0,0,0
"2034 Orsa","slutanv. småhus","flytande (förnybara)",0,0,0,0,0
"2034 Orsa","slutanv. småhus","fast (förnybara)",29129,22978,22267,..,..
"2034 Orsa","slutanv. småhus","gas (förnybara)",0,0,0,0,0
"2034 Orsa","slutanv. småhus","fjärrvärme",..,2643,2210,2403,2439
"2034 Orsa","slutanv. småhus","el",41052,36062,32962,34802,34803
"2034 Orsa","slutanv. småhus","summa förbrukarkategori",..,63059,58010,59134,58208
"2034 Orsa","slutanv. flerbostadshus","flytande (icke förnybara)",122,13,0,0,1
"2034 Orsa","slutanv. flerbostadshus","fast (icke förnybara)",0,0,0,0,0
"2034 Orsa","slutanv. flerbostadshus","gas (icke förnybara)",0,0,0,0,0
"2034 Orsa","slutanv. flerbostadshus","flytande (förnybara)",0,0,0,0,0
"2034 Orsa","slutanv. flerbostadshus","fast (förnybara)",0,0,0,0,0
"2034 Orsa","slutanv. flerbostadshus","gas (förnybara)",0,0,0,0,0
"2034 Orsa","slutanv. flerbostadshus","fjärrvärme",..,15799,12868,13837,13690
"2034 Orsa","slutanv. flerbostadshus","el",1770,1730,3515,2604,2604
"2034 Orsa","slutanv. flerbostadshus","summa förbrukarkategori",..,17542,16383,16441,16295
"2034 Orsa","slutanv. fritidshus","flytande (icke förnybara)",0,0,0,0,0
"2034 Orsa","slutanv. fritidshus","fast (icke förnybara)",0,0,0,0,0
"2034 Orsa","slutanv. fritidshus","gas (icke förnybara)",0,0,0,0,0
"2034 Orsa","slutanv. fritidshus","flytande (förnybara)",0,0,0,0,0
"2034 Orsa","slutanv. fritidshus","fast (förnybara)",0,0,0,0,0
"2034 Orsa","slutanv. fritidshus","gas (förnybara)",0,0,0,0,0
"2034 Orsa","slutanv. fritidshus","fjärrvärme",0,0,0,0,0
"2034 Orsa","slutanv. fritidshus","el",0,7652,5389,5076,5072
"2034 Orsa","slutanv. fritidshus","summa förbrukarkategori",0,7652,5389,5076,5072
"2039 Älvdalen","slutanv. småhus","flytande (icke förnybara)",745,1228,864,750,742
"2039 Älvdalen","slutanv. småhus","fast (icke förnybara)",0,0,0,0,0
"2039 Älvdalen","slutanv. småhus","gas (icke förnybara)",0,0,0,0,0
"2039 Älvdalen","slutanv. småhus","flytande (förnybara)",0,0,0,0,0
"2039 Älvdalen","slutanv. småhus","fast (förnybara)",45517,30152,29219,..,..
"2039 Älvdalen","slutanv. småhus","gas (förnybara)",0,0,0,0,0
"2039 Älvdalen","slutanv. småhus","fjärrvärme",0,0,0,0,0
"2039 Älvdalen","slutanv. småhus","el",62452,43997,40517,43199,43231
"2039 Älvdalen","slutanv. småhus","summa förbrukarkategori",108714,75378,70600,..,..
"2039 Älvdalen","slutanv. flerbostadshus","flytande (icke förnybara)",211,108,20,20,0
"2039 Älvdalen","slutanv. flerbostadshus","fast (icke förnybara)",0,0,0,0,0
"2039 Älvdalen","slutanv. flerbostadshus","gas (icke förnybara)",0,0,0,0,0
"2039 Älvdalen","slutanv. flerbostadshus","flytande (förnybara)",0,0,0,0,0
"2039 Älvdalen","slutanv. flerbostadshus","fast (förnybara)",0,0,0,0,0
"2039 Älvdalen","slutanv. flerbostadshus","gas (förnybara)",0,0,0,0,0
"2039 Älvdalen","slutanv. flerbostadshus","fjärrvärme",0,0,0,0,0
"2039 Älvdalen","slutanv. flerbostadshus","el",1791,3007,4716,3285,3126
"2039 Älvdalen","slutanv. flerbostadshus","summa förbrukarkategori",2002,3115,4736,3305,3126
"2039 Älvdalen","slutanv. fritidshus","flytande (icke förnybara)",0,0,0,0,0
"2039 Älvdalen","slutanv. fritidshus","fast (icke förnybara)",0,0,0,0,0
"2039 Älvdalen","slutanv. fritidshus","gas (icke förnybara)",0,0,0,0,0
"2039 Älvdalen","slutanv. fritidshus","flytande (förnybara)",0,0,0,0,0
"2039 Älvdalen","slutanv. fritidshus","fast (förnybara)",0,0,0,0,0
"2039 Älvdalen","slutanv. fritidshus","gas (förnybara)",0,0,0,0,0
"2039 Älvdalen","slutanv. fritidshus","fjärrvärme",0,0,0,0,0
"2039 Älvdalen","slutanv. fritidshus","el",0,27308,23402,24385,24375
"2039 Älvdalen","slutanv. fritidshus","summa förbrukarkategori",0,27308,23402,24385,24375
"2061 Smedjebacken","slutanv. småhus","flytande (icke förnybara)",606,1357,1409,..,..
"2061 Smedjebacken","slutanv. småhus","fast (icke förnybara)",0,0,0,0,0
"2061 Smedjebacken","slutanv. småhus","gas (icke förnybara)",0,0,0,0,0
"2061 Smedjebacken","slutanv. småhus","flytande (förnybara)",0,0,0,0,0
"2061 Smedjebacken","slutanv. småhus","fast (förnybara)",39836,33968,32917,..,..
"2061 Smedjebacken","slutanv. småhus","gas (förnybara)",0,0,0,0,0
"2061 Smedjebacken","slutanv. småhus","fjärrvärme",3776,4601,3695,4216,4141
"2061 Smedjebacken","slutanv. småhus","el",59430,53910,46894,49858,49259
"2061 Smedjebacken","slutanv. småhus","summa förbrukarkategori",103648,93836,84915,86727,84679
"2061 Smedjebacken","slutanv. flerbostadshus","flytande (icke förnybara)",72,102,40,12,10
"2061 Smedjebacken","slutanv. flerbostadshus","fast (icke förnybara)",0,0,0,0,0
"2061 Smedjebacken","slutanv. flerbostadshus","gas (icke förnybara)",0,0,0,0,0
"2061 Smedjebacken","slutanv. flerbostadshus","flytande (förnybara)",0,0,0,0,0
"2061 Smedjebacken","slutanv. flerbostadshus","fast (förnybara)",0,0,0,0,0
"2061 Smedjebacken","slutanv. flerbostadshus","gas (förnybara)",0,0,0,0,0
"2061 Smedjebacken","slutanv. flerbostadshus","fjärrvärme",14600,16526,13995,15493,14933
"2061 Smedjebacken","slutanv. flerbostadshus","el",3748,3788,3191,3194,2911
"2061 Smedjebacken","slutanv. flerbostadshus","summa förbrukarkategori",18420,20416,17225,18699,17854
"2061 Smedjebacken","slutanv. fritidshus","flytande (icke förnybara)",0,0,0,0,0
"2061 Smedjebacken","slutanv. fritidshus","fast (icke förnybara)",0,0,0,0,0
"2061 Smedjebacken","slutanv. fritidshus","gas (icke förnybara)",0,0,0,0,0
"2061 Smedjebacken","slutanv. fritidshus","flytande (förnybara)",0,0,0,0,0
"2061 Smedjebacken","slutanv. fritidshus","fast (förnybara)",0,0,0,0,0
"2061 Smedjebacken","slutanv. fritidshus","gas (förnybara)",0,0,0,0,0
"2061 Smedjebacken","slutanv. fritidshus","fjärrvärme",0,0,0,0,0
"2061 Smedjebacken","slutanv. fritidshus","el",0,9521,8203,9000,9177
"2061 Smedjebacken","slutanv. fritidshus","summa förbrukarkategori",0,9521,8203,9000,9177
"2062 Mora","slutanv. småhus","flytande (icke förnybara)",847,3984,1576,1073,1012
"2062 Mora","slutanv. småhus","fast (icke förnybara)",0,0,0,0,0
"2062 Mora","slutanv. småhus","gas (icke förnybara)",0,0,0,0,0
"2062 Mora","slutanv. småhus","flytande (förnybara)",0,0,0,0,0
"2062 Mora","slutanv. småhus","fast (förnybara)",54855,47589,46117,44405,42652
"2062 Mora","slutanv. småhus","gas (förnybara)",0,0,0,0,0
"2062 Mora","slutanv. småhus","fjärrvärme",..,19895,16873,18221,17992
"2062 Mora","slutanv. småhus","el",101930,95321,87958,91851,91823
"2062 Mora","slutanv. småhus","summa förbrukarkategori",..,166789,152523,155550,153479
"2062 Mora","slutanv. flerbostadshus","flytande (icke förnybara)",140,39,0,0,0
"2062 Mora","slutanv. flerbostadshus","fast (icke förnybara)",0,0,0,0,0
"2062 Mora","slutanv. flerbostadshus","gas (icke förnybara)",0,0,0,0,0
"2062 Mora","slutanv. flerbostadshus","flytande (förnybara)",0,0,0,0,0
"2062 Mora","slutanv. flerbostadshus","fast (förnybara)",0,0,0,0,0
"2062 Mora","slutanv. flerbostadshus","gas (förnybara)",0,0,0,0,0
"2062 Mora","slutanv. flerbostadshus","fjärrvärme",..,39982,32090,33909,33653
"2062 Mora","slutanv. flerbostadshus","el",4959,5291,10689,8674,8674
"2062 Mora","slutanv. flerbostadshus","summa förbrukarkategori",..,45311,42779,42583,42327
"2062 Mora","slutanv. fritidshus","flytande (icke förnybara)",0,0,0,0,0
"2062 Mora","slutanv. fritidshus","fast (icke förnybara)",0,0,0,0,0
"2062 Mora","slutanv. fritidshus","gas (icke förnybara)",0,0,0,0,0
